Order_ID,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
975823962,Europe,Greece,Office Supplies,Online,L,3/11/14,4/8/14,6850,651.21,524.96
860104024,Europe,Denmark,Cosmetics,Offline,M,12/27/13,12/30/13,2749,437.2,263.33
732917106,Sub-Saharan Africa,Cape Verde,Cosmetics,Online,M,6/28/14,8/9/14,5313,437.2,263.33
183374536,Sub-Saharan Africa,Sudan,Cereal,Online,L,7/14/10,8/18/10,3455,205.7,117.11
670900142,Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,C,12/18/16,1/2/17,3116,255.28,159.42
575230252,Australia and Oceania,Kiribati,Meat,Online,L,10/25/11,11/22/11,2269,421.89,364.69
146413695,Central America and the Caribbean,Panama,Office Supplies,Offline,H,11/5/15,11/11/15,5921,651.21,524.96
154811799,Sub-Saharan Africa,Mali,Fruits,Offline,L,1/2/13,2/19/13,1106,9.33,6.92
541098392,Sub-Saharan Africa,Sao Tome and Principe,Household,Online,C,10/30/14,12/4/14,1893,668.27,502.54
866259801,Asia,Kazakhstan,Baby Food,Online,M,3/7/11,3/25/11,4380,255.28,159.42
761594855,Asia,North Korea,Clothes,Offline,C,12/8/11,1/11/12,1697,109.28,35.84
378714883,Europe,Montenegro,Cosmetics,Offline,M,11/16/12,12/16/12,9005,437.2,263.33
839543712,Middle East and North Africa,Azerbaijan,Personal Care,Online,H,8/24/14,10/10/14,8496,81.73,56.67
186317670,Asia,North Korea,Beverages,Online,M,5/18/11,6/21/11,4394,47.45,31.79
131585586,Europe,France,Personal Care,Offline,C,3/13/17,4/13/17,7954,81.73,56.67
208208787,Middle East and North Africa,Iran,Fruits,Offline,C,1/3/17,2/14/17,2462,9.33,6.92
919361102,Asia,Kazakhstan,Baby Food,Offline,M,9/17/15,9/23/15,8235,255.28,159.42
588528859,Europe,Greece,Personal Care,Online,L,9/11/11,10/12/11,7623,81.73,56.67
309510886,Australia and Oceania,East Timor,Beverages,Offline,L,10/11/15,10/17/15,4,47.45,31.79
796418511,Europe,Macedonia,Meat,Online,L,2/12/17,3/23/17,6791,421.89,364.69
133675563,Australia and Oceania,Australia,Cosmetics,Offline,L,4/22/17,5/16/17,6424,437.2,263.33
526018369,Europe,Kosovo,Cosmetics,Online,M,6/3/11,6/21/11,9379,437.2,263.33
648495757,Middle East and North Africa,Kuwait,Cosmetics,Online,L,7/14/14,7/31/14,3160,437.2,263.33
596469056,Central America and the Caribbean,Dominica,Vegetables,Offline,H,6/30/12,7/30/12,7303,154.06,90.93
535612094,Middle East and North Africa,Jordan,Fruits,Online,H,2/26/11,3/3/11,8376,9.33,6.92
251911199,North America,Mexico,Snacks,Offline,L,6/2/17,6/4/17,4977,152.58,97.44
501665198,Central America and the Caribbean,Belize,Office Supplies,Offline,L,10/5/12,10/26/12,2735,651.21,524.96
761485421,Asia,Malaysia,Beverages,Offline,L,1/3/10,1/26/10,9313,47.45,31.79
578295695,Middle East and North Africa,United Arab Emirates,Meat,Offline,L,9/10/11,9/19/11,9402,421.89,364.69
919332349,Middle East and North Africa,Pakistan,Snacks,Offline,M,11/2/13,12/15/13,9726,152.58,97.44
122144210,Europe,Montenegro,Beverages,Offline,C,4/27/17,5/24/17,4041,47.45,31.79
644592607,Europe,Belarus,Office Supplies,Offline,H,7/6/16,7/31/16,8131,651.21,524.96
514851367,North America,Greenland,Cereal,Offline,H,8/19/10,10/2/10,4815,205.7,117.11
981406819,Sub-Saharan Africa,Niger,Vegetables,Offline,C,2/9/15,3/28/15,8942,154.06,90.93
663057792,Middle East and North Africa,Pakistan,Beverages,Offline,M,5/11/12,6/22/12,2390,47.45,31.79
498915612,Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Online,C,2/27/16,4/13/16,9072,205.7,117.11
598404109,Europe,Moldova ,Fruits,Online,H,11/3/14,11/18/14,9929,9.33,6.92
691259610,Sub-Saharan Africa,Lesotho,Household,Offline,L,12/12/12,1/3/13,7935,668.27,502.54
577530944,Europe,Czech Republic,Personal Care,Online,C,4/22/12,5/15/12,3095,81.73,56.67
577579438,North America,United States of America,Cereal,Offline,M,10/21/15,11/30/15,7446,205.7,117.11
182078921,Europe,Finland,Fruits,Offline,H,1/12/16,2/14/16,54,9.33,6.92
302015721,Europe,Serbia,Baby Food,Online,H,3/22/14,4/17/14,2018,255.28,159.42
118688666,Middle East and North Africa,Afghanistan,Fruits,Online,L,6/16/16,7/15/16,1469,9.33,6.92
233709084,Europe,Latvia,Clothes,Offline,M,9/28/14,10/16/14,8566,109.28,35.84
419000804,Sub-Saharan Africa,Burkina Faso,Vegetables,Online,M,7/1/13,7/5/13,504,154.06,90.93
966800153,Europe,Estonia,Meat,Offline,M,8/25/10,9/10/10,6505,421.89,364.69
439655959,Asia,Singapore,Baby Food,Online,L,7/12/16,7/30/16,2823,255.28,159.42
620429551,Central America and the Caribbean,Grenada,Cosmetics,Offline,H,4/5/12,5/11/12,7746,437.2,263.33
662294757,Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,H,2/7/14,3/17/14,6591,81.73,56.67
238737905,Sub-Saharan Africa,Ethiopia,Office Supplies,Offline,H,8/28/16,8/30/16,6706,651.21,524.96
893557822,Central America and the Caribbean,Dominican Republic,Cereal,Offline,H,10/23/11,12/9/11,2471,205.7,117.11
190865838,Central America and the Caribbean,Belize,Household,Offline,M,3/24/15,3/27/15,298,668.27,502.54
265085780,Middle East and North Africa,Turkey,Vegetables,Online,C,2/18/17,3/30/17,3628,154.06,90.93
170953977,Asia,Tajikistan,Baby Food,Offline,L,5/26/16,7/5/16,7936,255.28,159.42
833519256,Asia,China,Clothes,Offline,C,9/26/16,10/20/16,5725,109.28,35.84
998142945,Sub-Saharan Africa,Chad,Office Supplies,Offline,L,5/10/15,6/6/15,1533,651.21,524.96
380498874,Europe,Bulgaria,Clothes,Online,H,4/24/14,5/13/14,6927,109.28,35.84
116573369,Sub-Saharan Africa,Sierra Leone,Meat,Offline,C,9/25/16,11/3/16,5505,421.89,364.69
512665259,Sub-Saharan Africa,Malawi,Fruits,Offline,C,6/15/15,6/22/15,7898,9.33,6.92
595385873,Europe,Luxembourg,Personal Care,Offline,M,12/7/11,12/21/11,6765,81.73,56.67
361659038,Europe,Luxembourg,Cereal,Online,L,6/30/12,8/3/12,1801,205.7,117.11
328721082,Europe,Kosovo,Baby Food,Online,L,12/14/16,12/18/16,4728,255.28,159.42
184120833,Europe,Denmark,Clothes,Offline,H,10/27/14,10/31/14,4301,109.28,35.84
135719621,Asia,Singapore,Meat,Online,H,10/29/11,11/22/11,1307,421.89,364.69
461691272,Australia and Oceania,Samoa ,Personal Care,Offline,C,12/23/10,2/2/11,3562,81.73,56.67
160522115,Asia,Philippines,Snacks,Offline,M,5/6/16,6/22/16,916,152.58,97.44
101010978,Asia,China,Meat,Online,H,2/17/14,3/12/14,248,421.89,364.69
772269189,Middle East and North Africa,Iraq,Vegetables,Online,M,4/29/14,5/12/14,469,154.06,90.93
933720576,Europe,Liechtenstein,Vegetables,Offline,H,8/14/16,10/1/16,7523,154.06,90.93
765101468,Europe,Latvia,Cosmetics,Online,H,3/14/14,4/6/14,9382,437.2,263.33
516460692,Europe,Armenia,Household,Offline,M,9/3/12,9/24/12,1051,668.27,502.54
958159577,Asia,North Korea,Fruits,Online,L,2/23/11,4/4/11,9566,9.33,6.92
230871951,Asia,Nepal,Household,Offline,H,7/26/13,8/8/13,8996,668.27,502.54
595584142,Sub-Saharan Africa,Cape Verde,Fruits,Online,M,5/20/17,6/29/17,5438,9.33,6.92
783594977,Europe,Ukraine,Meat,Offline,H,4/25/17,5/1/17,2022,421.89,364.69
946515786,Asia,Tajikistan,Personal Care,Online,L,9/22/16,10/4/16,3910,81.73,56.67
406270396,Europe,Romania,Snacks,Online,L,4/3/16,5/19/16,3293,152.58,97.44
805095136,Europe,Kosovo,Vegetables,Online,L,1/13/10,1/20/10,4396,154.06,90.93
255538833,Asia,Thailand,Fruits,Offline,M,3/12/12,4/18/12,8474,9.33,6.92
990462815,Sub-Saharan Africa,Madagascar,Office Supplies,Online,C,3/17/15,4/24/15,8812,651.21,524.96
813040912,Australia and Oceania,Australia,Baby Food,Offline,M,5/26/16,5/26/16,5728,255.28,159.42
746759450,Sub-Saharan Africa,Tanzania,Personal Care,Online,C,3/3/14,4/3/14,1571,81.73,56.67
985417258,Europe,United Kingdom,Cereal,Online,M,10/1/11,10/21/11,5720,205.7,117.11
443125665,Europe,Serbia,Cereal,Offline,M,6/15/13,7/9/13,9586,205.7,117.11
804308497,Sub-Saharan Africa,Seychelles ,Vegetables,Offline,C,4/18/13,5/27/13,1613,154.06,90.93
673702085,Central America and the Caribbean,Honduras,Cosmetics,Online,H,12/4/13,12/24/13,2273,437.2,263.33
526355254,Asia,Sri Lanka,Fruits,Offline,L,4/9/15,4/22/15,9071,9.33,6.92
457629334,Central America and the Caribbean,Dominican Republic,Clothes,Offline,L,10/3/10,11/2/10,1544,109.28,35.84
633198153,Sub-Saharan Africa,Central African Republic,Cereal,Offline,H,10/19/13,11/3/13,6260,205.7,117.11
839048039,Australia and Oceania,New Zealand,Office Supplies,Offline,H,3/2/16,4/2/16,1815,651.21,524.96
931477820,Europe,Belgium,Beverages,Online,L,6/23/14,7/19/14,3841,47.45,31.79
387098824,Europe,United Kingdom,Personal Care,Offline,H,12/23/13,1/4/14,9999,81.73,56.67
552834880,Sub-Saharan Africa,Niger,Meat,Online,L,3/16/17,4/25/17,4981,421.89,364.69
595922315,Europe,Denmark,Meat,Offline,M,8/12/12,9/4/12,5510,421.89,364.69
653909957,Europe,Slovakia,Office Supplies,Online,M,3/23/16,4/6/16,5342,651.21,524.96
484659135,Sub-Saharan Africa,Burundi,Beverages,Online,M,10/31/14,11/29/14,263,47.45,31.79
816343677,Sub-Saharan Africa,Burkina Faso,Snacks,Online,H,3/25/15,4/13/15,3090,152.58,97.44
197449910,Asia,Turkmenistan,Personal Care,Online,M,2/16/10,2/20/10,8671,81.73,56.67
846776664,Asia,Myanmar,Snacks,Offline,L,3/27/12,5/3/12,8887,152.58,97.44
103435266,Europe,Serbia,Beverages,Offline,H,8/11/12,9/18/12,7648,47.45,31.79
776849544,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,H,9/25/14,10/7/14,5898,9.33,6.92
796755826,Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,L,7/28/15,8/28/15,6609,255.28,159.42
863202941,Europe,Sweden,Meat,Offline,L,12/12/16,12/13/16,9787,421.89,364.69
396552217,Europe,Cyprus,Clothes,Offline,M,3/8/14,4/24/14,7468,109.28,35.84
687477481,Asia,Taiwan,Beverages,Offline,C,1/4/15,1/30/15,8719,47.45,31.79
846965062,Sub-Saharan Africa,Benin,Snacks,Online,H,2/1/13,2/12/13,4638,152.58,97.44
956313788,Middle East and North Africa,Afghanistan,Personal Care,Online,M,7/3/14,7/19/14,3356,81.73,56.67
717134988,Central America and the Caribbean,Haiti,Clothes,Offline,H,4/4/11,4/17/11,5034,109.28,35.84
801352488,Europe,United Kingdom,Cosmetics,Offline,M,5/6/15,5/23/15,6864,437.2,263.33
601202619,Middle East and North Africa,Libya,Office Supplies,Offline,M,2/11/17,2/15/17,8070,651.21,524.96
479234206,Europe,Luxembourg,Fruits,Online,H,10/7/11,11/14/11,4906,9.33,6.92
418308579,Sub-Saharan Africa,The Gambia,Baby Food,Offline,L,9/13/10,10/30/10,5659,255.28,159.42
471599566,Middle East and North Africa,Turkey,Cosmetics,Offline,L,1/12/15,2/28/15,5647,437.2,263.33
312593495,Sub-Saharan Africa,Mauritania,Baby Food,Online,H,10/18/11,11/3/11,2217,255.28,159.42
585089194,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,M,8/5/15,8/30/15,9749,152.58,97.44
653197991,Middle East and North Africa,Egypt,Snacks,Online,C,10/20/11,10/22/11,4656,152.58,97.44
851343715,Sub-Saharan Africa,Djibouti,Cereal,Online,C,5/12/13,5/31/13,379,205.7,117.11
234262692,Sub-Saharan Africa,South Sudan,Household,Offline,C,7/27/11,8/2/11,2391,668.27,502.54
627003753,Europe,Romania,Meat,Offline,M,2/19/10,3/26/10,3199,421.89,364.69
774928224,Middle East and North Africa,Syria,Vegetables,Offline,C,11/6/13,12/17/13,7337,154.06,90.93
393709933,Europe,France,Fruits,Offline,C,3/12/17,4/25/17,6373,9.33,6.92
619335210,Sub-Saharan Africa,Mauritius ,Household,Online,C,9/20/15,10/21/15,3906,668.27,502.54
858102881,Asia,Kyrgyzstan,Office Supplies,Online,M,5/27/17,6/23/17,566,651.21,524.96
136624276,Europe,Latvia,Beverages,Offline,L,2/20/16,3/8/16,9014,47.45,31.79
251823222,Europe,United Kingdom,Clothes,Online,L,9/3/10,10/1/10,8942,109.28,35.84
820936048,Asia,India,Fruits,Online,H,12/20/15,2/8/16,2074,9.33,6.92
631511580,Sub-Saharan Africa,Zambia,Snacks,Online,M,12/17/13,12/23/13,7165,152.58,97.44
791411149,Asia,India,Household,Online,C,5/20/10,6/30/10,5001,668.27,502.54
678808581,Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,M,10/24/15,11/24/15,3399,47.45,31.79
192190206,Australia and Oceania,Fiji,Household,Online,C,8/8/11,8/26/11,2208,668.27,502.54
200354850,Europe,Macedonia,Baby Food,Offline,H,4/1/14,5/4/14,8307,255.28,159.42
292413842,North America,United States of America,Clothes,Offline,H,1/7/11,1/26/11,609,109.28,35.84
127791011,Asia,Vietnam,Beverages,Offline,C,10/1/16,10/9/16,5055,47.45,31.79
786222684,Australia and Oceania,Australia,Cereal,Online,L,1/22/17,3/9/17,9619,205.7,117.11
717757689,Australia and Oceania,Tuvalu,Cosmetics,Online,C,7/21/17,8/4/17,9305,437.2,263.33
692757356,Europe,Germany,Meat,Offline,H,5/2/17,5/12/17,1151,421.89,364.69
651895511,Europe,Liechtenstein,Baby Food,Offline,L,10/12/12,11/1/12,9223,255.28,159.42
156158483,Europe,Lithuania,Clothes,Offline,C,6/26/16,8/5/16,9620,109.28,35.84
636845099,Asia,Japan,Office Supplies,Offline,L,8/6/15,8/13/15,5472,651.21,524.96
445566689,Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,H,6/23/13,7/15/13,1940,437.2,263.33
704247081,Sub-Saharan Africa,Nigeria,Vegetables,Offline,H,10/7/10,10/29/10,1216,154.06,90.93
355122601,Sub-Saharan Africa,Madagascar,Beverages,Online,L,9/27/16,10/5/16,7524,47.45,31.79
210742080,Australia and Oceania,Papua New Guinea,Cereal,Online,M,3/29/15,4/19/15,2119,205.7,117.11
703966844,Europe,Serbia,Snacks,Offline,C,11/18/13,11/30/13,8288,152.58,97.44
537970721,Sub-Saharan Africa,Senegal,Cosmetics,Online,C,7/26/17,8/18/17,6346,437.2,263.33
736240041,Europe,Slovenia,Household,Offline,L,2/11/17,2/20/17,8644,668.27,502.54
592573630,Middle East and North Africa,Iraq,Office Supplies,Online,H,10/9/15,10/21/15,4560,651.21,524.96
821082818,Central America and the Caribbean,Haiti,Snacks,Online,L,4/7/10,5/15/10,5507,152.58,97.44
406191432,Sub-Saharan Africa,Sierra Leone,Household,Offline,L,5/1/17,6/1/17,9926,668.27,502.54
652635800,Sub-Saharan Africa,Uganda,Office Supplies,Online,H,11/25/16,1/14/17,8291,651.21,524.96
235464751,Asia,Myanmar,Meat,Offline,H,6/24/16,8/2/16,8107,421.89,364.69
150039613,Sub-Saharan Africa,Angola,Fruits,Offline,M,1/23/17,1/30/17,8910,9.33,6.92
562034213,Middle East and North Africa,Yemen,Cosmetics,Offline,M,12/1/16,12/4/16,7268,437.2,263.33
357434880,Europe,Montenegro,Cosmetics,Online,C,5/22/15,6/29/15,1779,437.2,263.33
292540442,Asia,Myanmar,Household,Offline,H,8/29/16,9/7/16,8073,668.27,502.54
743962228,Asia,Indonesia,Meat,Online,H,11/5/10,12/4/10,3811,421.89,364.69
358624064,Europe,Russia,Clothes,Offline,H,8/15/15,10/3/15,3685,109.28,35.84
103762280,Europe,Spain,Vegetables,Online,M,11/12/11,12/14/11,4419,154.06,90.93
116925704,Central America and the Caribbean,El Salvador,Cereal,Online,H,8/8/15,9/8/15,9769,205.7,117.11
155975663,Asia,Uzbekistan,Household,Online,C,8/16/13,8/26/13,5520,668.27,502.54
949085986,Sub-Saharan Africa,Sudan,Clothes,Online,M,9/22/12,10/16/12,4489,109.28,35.84
144743001,Europe,Slovenia,Baby Food,Offline,M,3/12/13,4/21/13,1525,255.28,159.42
861745536,Asia,Brunei,Baby Food,Online,M,8/3/12,8/14/12,8509,255.28,159.42
439204919,Europe,Iceland,Beverages,Online,L,2/11/17,2/19/17,9350,47.45,31.79
786544978,Sub-Saharan Africa,Zambia,Office Supplies,Offline,L,2/6/15,3/15/15,4993,651.21,524.96
733502042,Sub-Saharan Africa,Namibia,Meat,Online,C,2/4/11,2/22/11,8409,421.89,364.69
980124938,Sub-Saharan Africa,Ethiopia,Personal Care,Online,C,6/29/14,7/7/14,9605,81.73,56.67
946774995,Middle East and North Africa,Azerbaijan,Personal Care,Online,M,1/12/13,2/13/13,615,81.73,56.67
124126040,Australia and Oceania,Nauru,Clothes,Offline,H,6/17/14,8/2/14,509,109.28,35.84
323164403,Sub-Saharan Africa,Zambia,Beverages,Online,H,6/5/12,6/30/12,383,47.45,31.79
725188910,Middle East and North Africa,Lebanon,Cereal,Online,L,1/8/13,2/8/13,8369,205.7,117.11
131810891,Sub-Saharan Africa,Swaziland,Beverages,Online,M,10/26/15,12/3/15,4627,47.45,31.79
114954173,Europe,Malta,Fruits,Offline,C,2/3/10,2/11/10,6349,9.33,6.92
966855084,Middle East and North Africa,Afghanistan,Personal Care,Online,C,6/26/16,7/16/16,2760,81.73,56.67
350062453,Sub-Saharan Africa,Liberia,Clothes,Offline,L,1/17/15,2/22/15,114,109.28,35.84
947437608,Australia and Oceania,Solomon Islands,Baby Food,Online,L,3/8/17,4/12/17,6697,255.28,159.42
112154376,Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,C,6/8/16,7/11/16,7827,47.45,31.79
217699086,Australia and Oceania,Kiribati,Household,Offline,M,12/25/14,1/2/15,852,668.27,502.54
107870566,Sub-Saharan Africa,Zambia,Clothes,Offline,C,4/11/12,5/12/12,153,109.28,35.84
946780145,Sub-Saharan Africa,Namibia,Cereal,Online,C,6/2/16,7/2/16,2139,205.7,117.11
368851649,Middle East and North Africa,Yemen,Cereal,Online,H,1/22/10,2/17/10,255,205.7,117.11
128821408,Sub-Saharan Africa,Cape Verde,Office Supplies,Online,L,10/13/14,10/13/14,9972,651.21,524.96
251738250,Australia and Oceania,Samoa ,Vegetables,Offline,L,8/2/11,8/26/11,3797,154.06,90.93
382963502,Sub-Saharan Africa,Rwanda,Meat,Online,M,10/26/12,11/27/12,6265,421.89,364.69
238170993,Europe,Norway,Beverages,Offline,L,12/22/12,2/7/13,8944,47.45,31.79
953347051,Sub-Saharan Africa,Mozambique,Baby Food,Offline,M,3/6/15,3/8/15,5433,255.28,159.42
134790503,Europe,Italy,Clothes,Online,M,4/2/12,4/26/12,6360,109.28,35.84
409112679,Europe,Montenegro,Vegetables,Online,H,3/30/13,5/18/13,4388,154.06,90.93
873237407,Sub-Saharan Africa,Cameroon,Personal Care,Offline,L,11/24/16,11/25/16,9209,81.73,56.67
244401013,Sub-Saharan Africa,Djibouti,Household,Offline,C,6/15/15,7/7/15,2546,668.27,502.54
910152328,North America,United States of America,Cereal,Online,C,7/28/13,9/3/13,3154,205.7,117.11
378352677,Asia,Brunei,Beverages,Online,H,12/25/16,1/30/17,1820,47.45,31.79
727175891,Europe,Italy,Meat,Offline,H,7/19/13,9/7/13,6360,421.89,364.69
955108296,Sub-Saharan Africa,Mozambique,Household,Offline,M,11/27/14,12/14/14,6624,668.27,502.54
130948722,Sub-Saharan Africa,South Africa,Clothes,Offline,L,11/2/14,11/23/14,9492,109.28,35.84
543808495,Australia and Oceania,Papua New Guinea,Office Supplies,Online,M,10/3/15,10/7/15,3873,651.21,524.96
953111445,Australia and Oceania,Marshall Islands,Household,Offline,H,5/10/17,6/27/17,5712,668.27,502.54
638593900,Europe,Sweden,Cosmetics,Online,L,10/26/12,12/12/12,2981,437.2,263.33
750304687,Sub-Saharan Africa,Ghana,Snacks,Online,C,5/2/15,6/7/15,685,152.58,97.44
258605134,Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Online,H,6/3/16,6/12/16,5861,255.28,159.42
904169070,Sub-Saharan Africa,Guinea,Office Supplies,Offline,M,6/20/12,6/24/12,2575,651.21,524.96
447982823,Middle East and North Africa,Iraq,Office Supplies,Offline,L,1/23/16,2/10/16,6927,651.21,524.96
321345221,Central America and the Caribbean,Nicaragua,Meat,Offline,M,5/9/14,6/15/14,2047,421.89,364.69
675867593,Sub-Saharan Africa,Burkina Faso,Beverages,Online,H,9/13/10,9/23/10,3095,47.45,31.79
833473765,Europe,Albania,Beverages,Offline,H,4/28/13,5/25/13,2264,47.45,31.79
636400067,Middle East and North Africa,United Arab Emirates,Household,Online,L,5/6/16,6/13/16,3777,668.27,502.54
897195327,Sub-Saharan Africa,South Africa,Cosmetics,Offline,L,3/9/11,4/11/11,8890,437.2,263.33
248720872,Middle East and North Africa,Saudi Arabia,Office Supplies,Online,M,1/10/13,1/24/13,888,651.21,524.96
994150531,Sub-Saharan Africa,Seychelles ,Meat,Online,L,8/20/11,9/13/11,89,421.89,364.69
556970632,Middle East and North Africa,Afghanistan,Baby Food,Offline,L,12/18/12,1/2/13,8842,255.28,159.42
930980002,Sub-Saharan Africa,Uganda,Beverages,Offline,M,9/9/12,10/11/12,6526,47.45,31.79
130289971,Sub-Saharan Africa,Mali,Clothes,Online,M,2/14/15,3/16/15,4553,109.28,35.84
739324367,Australia and Oceania,Fiji,Fruits,Online,M,4/8/14,4/10/14,1364,9.33,6.92
462819516,Middle East and North Africa,Turkey,Clothes,Online,M,10/12/12,10/20/12,7435,109.28,35.84
675824248,Asia,Thailand,Baby Food,Online,C,8/4/10,9/15/10,268,255.28,159.42
573699891,Sub-Saharan Africa,Madagascar,Baby Food,Offline,L,4/8/16,4/21/16,9402,255.28,159.42
322120273,Sub-Saharan Africa,Uganda,Office Supplies,Offline,C,12/8/12,12/28/12,1402,651.21,524.96
607071721,Australia and Oceania,Solomon Islands,Cosmetics,Online,H,1/31/15,2/23/15,4868,437.2,263.33
384853065,Australia and Oceania,Marshall Islands,Personal Care,Online,L,10/1/11,10/21/11,5429,81.73,56.67
932075631,Central America and the Caribbean,Guatemala,Personal Care,Offline,M,10/5/15,10/29/15,747,81.73,56.67
895663249,Middle East and North Africa,Iran,Fruits,Online,H,7/5/14,8/10/14,5514,9.33,6.92
342852246,Sub-Saharan Africa,Djibouti,Vegetables,Offline,C,8/3/11,8/22/11,6453,154.06,90.93
311191451,Sub-Saharan Africa,Guinea,Beverages,Online,M,6/14/15,7/9/15,7321,47.45,31.79
558542191,Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,L,11/20/12,12/9/12,3901,421.89,364.69
913078296,Middle East and North Africa,Algeria,Beverages,Offline,C,9/12/10,9/18/10,9013,47.45,31.79
823286092,Australia and Oceania,Australia,Household,Online,L,9/25/16,9/27/16,7505,668.27,502.54
707964408,Asia,Bangladesh,Fruits,Online,L,6/1/13,6/14/13,1256,9.33,6.92
606224572,Europe,Denmark,Cosmetics,Offline,M,7/8/14,7/15/14,4177,437.2,263.33
627490413,Middle East and North Africa,Somalia,Clothes,Offline,M,12/10/15,1/19/16,7212,109.28,35.84
501498258,Australia and Oceania,Marshall Islands,Cosmetics,Online,L,8/31/14,10/3/14,3334,437.2,263.33
928296935,Asia,North Korea,Snacks,Offline,M,7/4/12,8/17/12,2547,152.58,97.44
428247773,Asia,South Korea,Household,Online,C,5/10/12,6/24/12,6888,668.27,502.54
292024600,Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline,M,5/20/14,7/4/14,5423,152.58,97.44
530613744,Middle East and North Africa,Oman,Fruits,Online,L,3/28/12,4/14/12,9253,9.33,6.92
325314033,Europe,Cyprus,Clothes,Online,H,1/6/12,1/30/12,6506,109.28,35.84
277736794,Middle East and North Africa,Qatar,Fruits,Online,C,4/11/13,5/21/13,7344,9.33,6.92
159805858,Europe,Kosovo,Meat,Offline,M,11/19/12,12/17/12,8959,421.89,364.69
263757550,Asia,Vietnam,Beverages,Online,L,4/29/16,5/12/16,575,47.45,31.79
952140700,Middle East and North Africa,Pakistan,Office Supplies,Offline,L,3/24/11,4/5/11,8447,651.21,524.96
407816636,Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,L,7/25/16,7/26/16,860,437.2,263.33
483959186,Middle East and North Africa,Turkey,Snacks,Online,H,9/27/10,11/14/10,3133,152.58,97.44
854054677,Asia,Thailand,Personal Care,Online,C,1/25/11,2/23/11,2613,81.73,56.67
361901938,Middle East and North Africa,Bahrain,Snacks,Online,C,1/3/17,1/18/17,3681,152.58,97.44
171612298,North America,United States of America,Household,Offline,H,12/9/13,1/14/14,2747,668.27,502.54
617609584,Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,L,10/21/14,11/1/14,3255,437.2,263.33
754630124,Central America and the Caribbean,Costa Rica,Office Supplies,Online,M,11/24/10,12/16/10,678,651.21,524.96
607722747,North America,Mexico,Office Supplies,Offline,C,7/3/13,8/14/13,7521,651.21,524.96
722248780,Europe,Switzerland,Snacks,Online,H,4/6/12,4/8/12,8319,152.58,97.44
813882052,Central America and the Caribbean,Honduras,Clothes,Online,C,10/20/16,11/16/16,4640,109.28,35.84
218608891,Sub-Saharan Africa,Togo,Personal Care,Online,H,2/9/15,2/10/15,84,81.73,56.67
142728126,Sub-Saharan Africa,Guinea,Fruits,Offline,C,2/24/15,4/14/15,5279,9.33,6.92
512851083,North America,Mexico,Baby Food,Online,C,10/28/10,11/4/10,2887,255.28,159.42
425901591,Australia and Oceania,Australia,Household,Offline,H,1/9/16,1/11/16,2600,668.27,502.54
399115979,Europe,Spain,Vegetables,Online,H,6/1/15,6/24/15,6142,154.06,90.93
120043075,Middle East and North Africa,Tunisia ,Personal Care,Online,L,8/29/13,10/13/13,2268,81.73,56.67
696544206,Asia,South Korea,Office Supplies,Offline,L,6/26/16,7/5/16,1764,651.21,524.96
606793200,Middle East and North Africa,Iraq,Cosmetics,Offline,M,10/3/11,11/18/11,2447,437.2,263.33
649276387,Sub-Saharan Africa,Kenya,Beverages,Online,M,2/9/11,3/26/11,4166,47.45,31.79
792792594,Europe,Kosovo,Household,Offline,M,11/25/15,1/2/16,3801,668.27,502.54
626453149,Europe,Portugal,Cosmetics,Offline,C,5/24/13,6/10/13,263,437.2,263.33
709681880,Sub-Saharan Africa,Mali,Personal Care,Offline,M,11/10/10,11/25/10,9494,81.73,56.67
322215116,Middle East and North Africa,Algeria,Meat,Online,C,8/16/16,9/11/16,9468,421.89,364.69
614101684,Central America and the Caribbean,Grenada,Household,Offline,C,8/2/13,9/6/13,5190,668.27,502.54
555702912,Middle East and North Africa,Algeria,Personal Care,Online,H,12/26/15,2/1/16,3696,81.73,56.67
987692630,Middle East and North Africa,Lebanon,Cereal,Offline,M,8/17/12,9/3/12,9053,205.7,117.11
571057164,Asia,Cambodia,Fruits,Online,C,2/10/16,3/5/16,7360,9.33,6.92
737095344,Europe,Armenia,Snacks,Offline,L,7/31/13,9/13/13,1747,152.58,97.44
737418496,North America,United States of America,Beverages,Online,H,12/21/15,1/17/16,7375,47.45,31.79
793950450,Sub-Saharan Africa,Guinea,Clothes,Online,M,5/8/16,5/18/16,6436,109.28,35.84
